uid	text_value
rGkGL9Wpe0NW7m2asPR3jFm56Z92	Nothing in particular, but you know, I'm just trying to control my anger issues. 
rGkGL9Wpe0NW7m2asPR3jFm56Z92	Because I would never want to think about a baby dieting in its after shirt trying not to drown
rGkGL9Wpe0NW7m2asPR3jFm56Z92	Yes because I got my whole outfit 
rGkGL9Wpe0NW7m2asPR3jFm56Z92	So I jus seen some pics on the new of a baby and her father drowned and I feel so sad and I keep replying it like how they died like them trying to swim for safety’s and it looked so sad and I can’t get it out of my head and I just want to cry😢😢
rGkGL9Wpe0NW7m2asPR3jFm56Z92	I went to the store to get my graduation picture outfit then I went to see my grandma and get something to eat I love my outfit then we went to Walmart and my momma made me mad tho
rGkGL9Wpe0NW7m2asPR3jFm56Z92	I have to go to the store and get some stuff for my project and come on clean up get ready for tomorrow. I have to go to school and then you know do my homework. 
rGkGL9Wpe0NW7m2asPR3jFm56Z92	My mom took me to go get my graduation picture outfit and I went to go see my grandmother then. I got some McDonald's. I came home at 8, but my mom did it kind of upset me. And yeah, oh and I got to speak to my little brother. 
rGkGL9Wpe0NW7m2asPR3jFm56Z92	Are u even listening to me it’s didn’t happ n to me 
rGkGL9Wpe0NW7m2asPR3jFm56Z92	This is my cuddle buddy, and I love it. 
rGkGL9Wpe0NW7m2asPR3jFm56Z92	No not at all I was crying
rGkGL9Wpe0NW7m2asPR3jFm56Z92	So I was watching the news and it showed a picture of a baby and her father dead they drowned and I keep replaying that picture think how did he try to save her and how they tried to save there selves I can’t get it out of my head
rGx6IgOjduMpGxUURRLG9zQcrN82	He wanted to take my mom's phone, and I don't know why he wanted to take it. 
rGx6IgOjduMpGxUURRLG9zQcrN82	When he tackled her on the ground. 
rGx6IgOjduMpGxUURRLG9zQcrN82	I can be smarter and focus harder. 
rGx6IgOjduMpGxUURRLG9zQcrN82	I feel very tired and lonely and I'm so disappointed in myself. 
rGx6IgOjduMpGxUURRLG9zQcrN82	I will exact phrase when it is due. 
rGx6IgOjduMpGxUURRLG9zQcrN82	I look forward to seeing my friends and doing fun stuff
rGx6IgOjduMpGxUURRLG9zQcrN82	Doing my homework see my cat and concentrating more. 
rGx6IgOjduMpGxUURRLG9zQcrN82	Something notable about my day was bad. There was a flyer at school and it shows somebody locked up in a cage with all the other animals and it was really sad. 
rGx6IgOjduMpGxUURRLG9zQcrN82	well, I finished my history homework. Shut up. 
rGx6IgOjduMpGxUURRLG9zQcrN82	I feel lucky because I’m alive and I have a roof over my head
rGx6IgOjduMpGxUURRLG9zQcrN82	So first I woke up and I was a bit sleepy, but seeing my cats face made my mood cherry and I got dressed and left. I went on the bus for 4 min and then went on the train for an hour. When I got off I walked to my moms job and said bye to her. I then walked to school. When I got there I called my friend and my phone was at a low battery. She said she’d bring me a charger and that was awesome. I went to am advisory and then went to my first block, second and third. Then went to lunch and the school yard. I went back inside for my final two blocks. When it was over I went to my studio. When it was over I went to study hall then after school
rGx6IgOjduMpGxUURRLG9zQcrN82	I found my friends and I saw a annoying hoe. 
rGx6IgOjduMpGxUURRLG9zQcrN82	Yes, my friend Melanie bought me Skittles and at lunch. They served me with red and green pepper, which was really good. 
rGx6IgOjduMpGxUURRLG9zQcrN82	So I had a dream that me and my mom were walking and there was a homeless man that tackled her and took her phone away and then threw it on the floor and then there was a bunch of people around but they didn't notice it was like me and my mom were ghost or they were ghost and then I ran up a hill and then I ran down cuz the man thought I was going to go all the way up the hill and I didn't and then I went to my mom and I was trying to call the police but I could so there's this one boy and I told him to call the police and then I woke up. 
rGx6IgOjduMpGxUURRLG9zQcrN82	I wake up at 6 a.m. In the morning to get ready for school and I I get ready and then I take the bus to the train station and then I go on the train for like about an hour and then I probably said to school at like 7 and then they take they put us into this we going to the school and then we have breakfast and then I go to advisory am advising and then I go to my first block block one and then blocked and then block 3 and then lunch and then block for and then blocks 5 and then I have to go to studio and which My studio is chess and then I have to go to piano advisory and we got our phones and I go home while I don't go home. But some people do I go to after school which is which starts at 2 and ends at 6. So that is No, I think it starts at 3 and ends at 6. So I have to stay at school for three more hours. And then I go home and reach Beach at home at 7 fairly and I have to do all my homework, which is stressing and then I have a bedtime which is 9 and I have to repeat every single day. 
rGx6IgOjduMpGxUURRLG9zQcrN82	I'm not an object and my body always deserves to be respected. 
rGx6IgOjduMpGxUURRLG9zQcrN82	If I explained it, it'll be too much. But basically my day was really good so far. 
rGx6IgOjduMpGxUURRLG9zQcrN82	I don’t really want to talk about it
rHeDISzhHrOKboeDSdP2proLjdT2	I am coming closer to my true self everyday. 
rHeDISzhHrOKboeDSdP2proLjdT2	That would check and see and not see to be seen not unseen. 
rHeDISzhHrOKboeDSdP2proLjdT2	And there will be a lot of recovery. 
rHhpBLHXr8RLwLgqIEWduUik4Tk2	buy a friend buy a friend 
rHhpBLHXr8RLwLgqIEWduUik4Tk2	I’m going out to eat with my fam
rHhpBLHXr8RLwLgqIEWduUik4Tk2	I used to be on the title. So I went to the store and I bought lots of sex and then I want to party with my friends and I have fun with his jaw to my siblings. 
rMCkVf24IWcbJnRQ59Q4IqMHJhz1	It has just been a bad day for me because I had to go to the doctor because I have the Flu.
rMCkVf24IWcbJnRQ59Q4IqMHJhz1	I would tell them that I am extremely introverted, and that I’m very eccentric. 
rMCkVf24IWcbJnRQ59Q4IqMHJhz1	Not really. I’m just trying to keep it good.
rMCkVf24IWcbJnRQ59Q4IqMHJhz1	I’m looking forward to possibly getting a new job.
rMCkVf24IWcbJnRQ59Q4IqMHJhz1	I have problems with maintaining relationships with other people. 
rMCkVf24IWcbJnRQ59Q4IqMHJhz1	That I’ll be making more money.
rMMFHg9x3IS9OdbBWeYPaBKkcJz1	Take one step at a time and do not just what is asked of you, but what you can do about that. 
rMMFHg9x3IS9OdbBWeYPaBKkcJz1	never felt scared or afraid 2 speak about anything or say anything. 
rMMFHg9x3IS9OdbBWeYPaBKkcJz1	It depends. If I want you getting converter Garden. I think I can afford. how much time I have left till I have to 
rMMFHg9x3IS9OdbBWeYPaBKkcJz1	My day has been. Alright, I went to work from 9 a.m. To 5 p.m. And I ride to work everyday and I got home made dinner and now I'm talking to you. So just alright. 
rMMFHg9x3IS9OdbBWeYPaBKkcJz1	Hello, my name is Zach. It's nice to meet you. How is your day going so far? 
rMMFHg9x3IS9OdbBWeYPaBKkcJz1	Being able to eventually get on my own and have a more stable better-paying job. 
rMMFHg9x3IS9OdbBWeYPaBKkcJz1	I didn't have much of a to-do list. 
rMMFHg9x3IS9OdbBWeYPaBKkcJz1	that I and looking to better myself with your coaching mentally physically emotionally and therapeutically 
rMMFHg9x3IS9OdbBWeYPaBKkcJz1	I woke up ate breakfast went to work from nine-to-five got home had a nice pork chop dinner with my family. And now talking to you. 
rMMFHg9x3IS9OdbBWeYPaBKkcJz1	Yes on things I need for my bike to get to and from work. Groceries and saving up for important things. 
rMMFHg9x3IS9OdbBWeYPaBKkcJz1	I have open my that have nut. 
rMMFHg9x3IS9OdbBWeYPaBKkcJz1	knowing that I'm in a position to save money to actually be on my own and cuz I have to work. 
rMMFHg9x3IS9OdbBWeYPaBKkcJz1	laziness and not knowing what I want. 
rMMFHg9x3IS9OdbBWeYPaBKkcJz1	an associate at work who I don't know the name of but came off very nice. And made me feel good when they left. 
rMMFHg9x3IS9OdbBWeYPaBKkcJz1	Yes, it is. But I'm still learning it. 
rMMFHg9x3IS9OdbBWeYPaBKkcJz1	Not for the position. I was in. I would have to get on my own and start living my life. Which I want to do. soon eventually 
rMMFHg9x3IS9OdbBWeYPaBKkcJz1	Being independent being more of an adult and growing more mentally physically and emotionally. 
rMMFHg9x3IS9OdbBWeYPaBKkcJz1	closing down the store because it's something I have learned but need to still practice and I have been getting good practice every time I do it. 
rMMFHg9x3IS9OdbBWeYPaBKkcJz1	I am longing to feel the feeling of courage and capability of being able to be on my own. 
rMMFHg9x3IS9OdbBWeYPaBKkcJz1	Good and bad my parents not the best. coworkers good I just need to get on the right path. 
rOHaqEbIJnRrhdSo6nooB3oR78x2	Mainly because I don't really what have friends but those friends they never ask me to hang out or anything. And so yeah, I have no choice because we're going to go out with 
rOHaqEbIJnRrhdSo6nooB3oR78x2	I don't want to be lonely. What do you mean? 
rOHaqEbIJnRrhdSo6nooB3oR78x2	I think they have friends because it's it's a it's lonely that you don't want to be lonely. Like I don't know a single person that would want to be isolated. So if you like friends is good way of communicating and just socializing with the world 
rOHaqEbIJnRrhdSo6nooB3oR78x2	I I I don't think it's bright. It's too blue me and Dole. 
rOHaqEbIJnRrhdSo6nooB3oR78x2	He worked at a place called. I don't remember what the place is called, but it was like a factory. 
rOHaqEbIJnRrhdSo6nooB3oR78x2	Well there any school I was it was okay day, but then I got home. and I feel like when I get home, my day is just shut down. And I don't know I feel like my home is in my home anymore. And well Jose and I we have been trying to fix things up between us. But I mean just yesterday has been five months since our break-up. And since last week, he's been acting really distant and Nike is taking me as a joke and away and I just got off the phone with him cuz he's he didn't give me any attention today and he just pulled his dumb. Tricks ache and just thought everything I said was. Was was a joke when I taken you for a joke. And will I just hung up and I said I was going to go to sleep. I can't stop thinking about it. And so I downloaded this app. 
rOHaqEbIJnRrhdSo6nooB3oR78x2	I'll be like hey, my name is Jackie. Nice to meet you. I don't really know. I don't have a job right now. And so I'm always either at school doing community service or at home. Or sometimes I go out Jose, but he barely makes time for me but it's so it's like very early but I'm really just a homebody. I watch Netflix a lot binge watch blood shows. Yeah, but I would just a boring old person. 
rOHaqEbIJnRrhdSo6nooB3oR78x2	I feel like that'd be crazy because I mean it's it's kind of a kind of sad and because the world is beautiful and if we only saw black and white, I feel like things wouldn't be the same at all. 
rOHaqEbIJnRrhdSo6nooB3oR78x2	I'm really looking forward to graduating. This may and I can't wait for college. I'm really anxious about it though, but I'm pretty sure I'll do good. Beatrice graduation and college starting College something else really really really looking forward to 
rOHaqEbIJnRrhdSo6nooB3oR78x2	In what aspect like, I don't know what you want to know. 
rOHaqEbIJnRrhdSo6nooB3oR78x2	I made some face Clint face cleansing water. And so I drink some of that it was delicious. 
rOHaqEbIJnRrhdSo6nooB3oR78x2	If I was to eliminate a fear. I think I would. Eliminate my fear for for snakes probably. Because I just hate snakes. 
rOHaqEbIJnRrhdSo6nooB3oR78x2	It was great. I went to school. It was a really easy day and then I went to Jose's house and we just watch Netflix and relax for a while. It was very therapeutic and then I came home and I'm talking to you. 
rOHaqEbIJnRrhdSo6nooB3oR78x2	I don't know. I feel like color gives you happiness and a sense of joy and just black and white is just so gloomy and dull. 
rOHaqEbIJnRrhdSo6nooB3oR78x2	Probably one of my teachers they help me comprehend something. I didn't know. 
rOHaqEbIJnRrhdSo6nooB3oR78x2	Just like over a being done with school. I feel like I don't know. It's ready. I'm ready to be part of the real world. I don't know. I just I want to head off to college to make my mom proud. 
rOHaqEbIJnRrhdSo6nooB3oR78x2	I will tell you buckle up cuz you're in for a ride. 
rOHaqEbIJnRrhdSo6nooB3oR78x2	I am thankful for Jose for fixing things with me and making me happy today. 
rOHaqEbIJnRrhdSo6nooB3oR78x2	I would like to start complimenting people might not be so shy about it. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	Discussion doesn't make any sense Siri. Sorry. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	I do think I can save more money than before. It's just going to be hard for me cuz I'm used to spending it on certain things like Postmates and going out and drinking especially with friends. So I think I just need to be a little bit more strict with myself. on budgeting my money 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	Play didn't get canceled. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	I should save a lot more money than before. I was spending it pretty frivolously. and I sorry something crazy just happened on the road right now. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	speed of pliers the name of a play and so my work on it was just memorizing lines and working on the emotions of the character. I'm an actor so that was important to me. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	I feel grateful that someone wants to work with me. And they believed in me. So much that they pushed back filming for me. And now I can do it because my collarbone isn't broken anymore. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	Oh my God, you misunderstood. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	When I was a kid in my childhood bedroom. I was like really young. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	Silly Siri, there is no season 3. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	I don't know where you're getting this how many people died in the audition for what? What the fuck? 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	A lot on the internet and that specifically after watching the sex education. Season 2 really good so far. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	Play you can't make any money reading a book. That's why I'm going to work. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	I just found it something through apps on the App Store. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	I don't know. Is the new ideas that I learned that business relationships are fragile. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	The new idea contemplated today was the idea of saving money. So I just sort of thought about my finances in a different way today. and how best to budget for the things that I want 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	I guess a new opinion about myself and Jamie and I were able to work on the same part in the same play together and I wasn't as freaked out as it happened before. So I kind of think that was nice and it was needs to work on it with her and I think I actually learn more. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	I think I woke up because I was confused. I remember waking up and not being scared as I woke up. It made sense that I was dreaming was a dream and not reality. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	I'm not really looking forward to much. I'm sort of looking forward to a work where I don't have to think. And I can make money. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	I think it's definitely possible because I hate the president. And he scares me in real life. And I'm worried about what it's going to mean for my life. So yeah, my life experience with the president definitely leads to scary dreams about president. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	I do feel like I got a lot done today. I was out of the house a lot. And then when I was at the house, I was working on things that were important like my budget and like lines for the play. And then going to work made me feel very productive. So I felt like I got a lot of things checked off of my to do list. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	I feel like I accomplished a ton today I had. And I worked on two auditions went to one in person got into a movie. Pack Fitness Lake did everything on my to-do list. Feeling pretty prepared for this weekend in for my audition on Tuesday. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	Who am I feeling grateful for? Maybe just my roommates Jamie. I am feeling grateful for Marv and How he helps me, so in that sense, I don't mind helping him. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	First of all, this is a really interesting way to be talking to somebody. I kind of feel like I'm talking to myself which is what I wanted to do in the first place just heard feel like I talk to myself instead of other people. about it, but it's like Google today I've been dealing with pains from this whatever is going on with my tummy or uterus or Don't even know what it is, but then pointed so that I have it. I have bacterial vaginosis. And so they're giving me antibiotics to make it go away. But only symptom Everett about aren't the symbol that I have but I'm just getting worried about it and then we slept in there going over yet. I really don't want to see another doctor cuz it won't have any time and I have to get up early in order to take marked like CAT scan or no. It's hits chemo, but like I don't I don't know what like why he needs me. Like, I don't know why he chose me to like fall in love with this. Like, I don't know I could kind of care less. But I care about him but like it's a big deal in my life to have this person. Maybe I should talk to him about like not talk to them everyday cuz we don't talk about today. Fuck out and pick up a fucking boyfriend. I don't want to have a fucking boyfriend. She is so frustrating sometimes. I can't believe you just told Stacy about my bacterial vaginosis like Play helps me. I don't know. It's confusing. I think overall as you keep worrying about my house and don't really have people to talk to you about it. I was just shocked myself really well today with like working on speed the plow and my play lines and stuff. George Mason 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	I feel grateful for the knowledge that I can figure things out on my own. and be independent in that. space of figuring it out and learn how I can be my own person. I really like figuring things out on my own. In this case, it was a budget, but I did it myself. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	Yeah, I feel really grateful for. These filmmakers who are putting me up in San Diego paying for my gas my hotel and my work as an actor. So I can't wait to go down to San Diego for that experience. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	First I'm going to go pick up Marv and take him to the doctor for his chemotherapy. It shouldn't take too long. So hopefully I'll have him home and then I'll be able to go home myself to take a shower and get ready for an interview at 3 p.m. And not really looking forward to the interview because I don't really want to work for this company, but I'm going anyway. and then I want to hopefully work on some acting stuff before I have work at 6:30. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	Feel like it was all night, but I woke up from it and it was still dark out. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	That's a good one. I will respect my body and listen to its needs. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	I rely on my parents a lot for money and support and everything. But I always liked it being independent from them. I've been working on being alone. And so the more that I spend time alone and succeed in that aloneness the more I feel confident being alone. and that's something I've always wanted to not always but recently wanted to feel more confident and 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	I want to help him because he helps me and I care about him. And he doesn't really have anyone else. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	It's a good question noteworthy moment. What is a noteworthy moment was thinking about how I connected with Marv's doctor? About how her son wants to be a director and an actor and thinking about the ways that I could use what I know to help him. Ellen just helping Marv. You know if it's annoying to a certain extent, but it always feels good that I was able to. Help him. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	Pearlie Mae Edition for love death and robots that made me the happiest cuz I I went into the audition not trying to play the emotion but trying to play the circumstance. and it's because I knew. you know, there's a very low chance of me actually booking it but I just had fun with it and works on the character really hard and I think I have pressed the password and it felt so good that treat myself to dinner. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	It was a good day. And then I asked my manager Ron. what he thought about having another manager and he took it really badly. But not really badly. But now I just feel very guilty. 
rOlgd2DfgMSbFtWhdGVBIaRcaiG3	whale First time I met with Marv's friend her l. And he's a movie producer and says that he's going to put me in his next horror movie. So I hope that actually happens but I think it might movie and then so Myers new apartments. Did some work on my still there? The mark on my audition for the role of death and robots. I was really excited for us. I looked up like motion-capture stuff. and then having addition and it went pretty well at the casting director said that I did a pretty good job for Only having gotten the side last night. And she only had me do it when she was like at the end of it. She was like, oh, yeah, I don't have any notes. Set up pretty good. So I went over to Cafe Gratitude and I ate. a little bit too much but really bloated after but I was treating myself. Richardson River kombucha and chocolate and came home and I worked on this so deep and so then Jamie came home with the self tape knocked it out of the water such a thin worked on my audition for Speed the plow. packed for San Diego this weekend watch that show sex education now I'm trying to force myself to go to bed so I can get up in the morning go to work. 
rQwF6jVCQWWkJBVVKgk6Jv6bHvq2	I like to stay fit. Keeping good health. 
rQwF6jVCQWWkJBVVKgk6Jv6bHvq2	I'm trying to figure this app out. I hope it's good. I might like to use it. 
rQwF6jVCQWWkJBVVKgk6Jv6bHvq2	I need to remember. To buy avocados and bananas at the grocery store to the stop at Wawa for gas and to email Linda. 
rQwF6jVCQWWkJBVVKgk6Jv6bHvq2	So far hasn't been fun. Just been a normal day pleasant day. 
rQwF6jVCQWWkJBVVKgk6Jv6bHvq2	please standard a I didn't know my exercise has a lot of walking and I feel like This point I'm just kind of procrastinating. I need to get my act together. 
rQwF6jVCQWWkJBVVKgk6Jv6bHvq2	Walking in the nature preserve the weather was nice and it was very quiet. I enjoyed myself. 
rQwF6jVCQWWkJBVVKgk6Jv6bHvq2	I did my exercises. I've done a lot of walking. I trying to figure out. not too much else 
rQwF6jVCQWWkJBVVKgk6Jv6bHvq2	Waking up and feeling good. Having my cat there. I'd like to pet him and play with him in the morning seeing my wife. Wake up cheerful. Harvey's, thanks. 
rQwF6jVCQWWkJBVVKgk6Jv6bHvq2	I'll have to think about that one. 
rRl7sacaSgPxAxmmlmmMIV1Bd4v2	5 UT did you slip? Yeah. Yeah. But I'm going to fill it with some goodies. Save-A-Lot guys went on the beauty author. That's the new partnership Cherry they're the ones beautiful at the a little frame with the but it's about right the story and stuff like that. But I wanted to get one from her anyway. and I they're retailing for 2:50. I need to make money from top to bottom. Going to let me sell them for. oh, cuz what she would make from a 250 cell anyway would be oh, I think that that like if someone really wanted something it's doable. I got you a spending money on hair and I'm going to make sure let me get a $300 bill. And this new client mira-cool was sent by Punk salon. Punks jump on the way home first one. baby What do you want to eat? there's a place called a Well, I had to eat something because of I'm getting I have to get my flu vaccine. so Feels like a like on now or line. Like I just got home. Can you believe it? Duane Reade So yeah. until you ate something before you went I have to Big has to send employees. I can pick it up for you. Are you? I'll see you didn't you ate. Worry about it. I'll just order. woo What did you eat? I ate a piece of so I wanted something green like I was craving greens. So I got side of kale But the way they make it is so flavorful and then like a side of delicious greens. Miles can watering mouth watering greens other than avocado and salmon. Protein you feeling the protein kick. so you had to wait an hour like and then it takes two seconds and then it takes another 15 minutes away from the pharmacist to get it. So what happened one? I'll tell you what took me longer Angela came cuz I said to drop off your bag. She said anybody be there by 5 perfect and this new client mirror was. cancel so I can move it over and like turns out this client was her she was with her cousin and her cousin stylist in spunk Salon Shannon told her about Abel and this woman does like the same like You thinking I was supposed to run again is by North. But this client Mira and Angela we're supposed to me like six months ago and they had had a couple of phone conversation cuz this woman was looking for some help cuz she's doing this other sort of advocacy work and like banging it out and they were supposed to have been trying to meet for months and it hasn't happened so they were able to meet tonight cuz Angela was there and so was she and she just came back from San Francisco. So when she like I said hi to them and I welcome them and stuff. I didn't know but Angeles like weed. And then like 10 minutes. She's like, I don't know if it's like we were supposed to meet and they were both turned around like what is just so cool to see it happens there. You know how the universe brings people together at the right time like she saw her and in her, you know in her. But yeah, I like exactly and the fact that she was the here a table was probably. So you stayed a little room? Yeah, I was like learning this information in the setting up the bags and then trying to get out there and this woman was like when these oils and what about that? I'm about that and Chris doesn't have the right person like when your hair is dry and stuff. No, that's not what it is. So this isn't a person I'm not going to let I'm not going to give the magic to I trust he's going to give her a great experience of hair. But like if you can't share it then Anyway, we had a good talk today. So Falcon Crest Return do I allow Adobe? Yeah. What is the time? 
rSBuX1OBtEX7ux8wJW6cXleVnt22	Because I have a bad habit of letting things other people say make me angry and ruin my mood for the rest of the day. It’s a crappy way to live and feel
rSBuX1OBtEX7ux8wJW6cXleVnt22	Searched journaling apps in App Store
rSBuX1OBtEX7ux8wJW6cXleVnt22	I’m okay with people not liking me
rSBuX1OBtEX7ux8wJW6cXleVnt22	I’m not looking forward to what is going to happen today
rSBuX1OBtEX7ux8wJW6cXleVnt22	I got to ride to the store with my sister. It was nice to have some time alone with her.
rSBuX1OBtEX7ux8wJW6cXleVnt22	For my children because they bring joy to my life everyday
rSBuX1OBtEX7ux8wJW6cXleVnt22	I celebrated Christmas with my family
rSBuX1OBtEX7ux8wJW6cXleVnt22	Get things ready to go spend time with my family . And take care of the baby while making sure I pay attention to Izzy and make her feel special. Some more laundry.
rSBuX1OBtEX7ux8wJW6cXleVnt22	The feeling that even when I am upset I don’t have to let it ruin my entire day. I daughter advice and I took it
rSeC4gyVrlaLC2CeCDWVCw8sOTx1	She left me alone on New Year’s Eve 
rSeC4gyVrlaLC2CeCDWVCw8sOTx1	My feelings are always valid
rSeC4gyVrlaLC2CeCDWVCw8sOTx1	First I have to shower, do my makeup and get ready for work, and then I go to work and when I get off I usually work on my school bus.
rSeC4gyVrlaLC2CeCDWVCw8sOTx1	I’m not sure if I care they’re resolved 
rSeC4gyVrlaLC2CeCDWVCw8sOTx1	Lay in bed, maybe go to dinner
rSeC4gyVrlaLC2CeCDWVCw8sOTx1	I was just sad and alone, which made me realize I feel like this a lot. And in a relationship I feel like I shouldn’t have to feel like that, especially with how long we’ve been dating.
rSeC4gyVrlaLC2CeCDWVCw8sOTx1	I can’t wallow in my sadness 
rSeC4gyVrlaLC2CeCDWVCw8sOTx1	Myself, I’m my own biggest supporter.
rSeC4gyVrlaLC2CeCDWVCw8sOTx1	Not with this sickness I’ve been dealing with 
rSeC4gyVrlaLC2CeCDWVCw8sOTx1	Feeling like I belong somewhere, or knowing I belong no where. 
rZM74OMrdIWLjb3b1WZ03FMq9aq1	I wouldn't I don't like people. 
rZM74OMrdIWLjb3b1WZ03FMq9aq1	Being away from my parents. 
rcYiXxGDmvgbiwZiGieeZselarE3	Spending time with my fiancé 
rduAXSXlorhNnZmm0LKaDBfxcP73	How nice a mold training nothing new yet. She just up rap and the cashier. 
rduAXSXlorhNnZmm0LKaDBfxcP73	Everything's just like really weird. Like honestly, I'm in Bow and I don't think stuff is ever going to be the same ever. Like I'm not going to not miss him anymore. And they say it's supposed to get easier as years go on, but it's been like 4 years and I still miss him. And I miss him more than anybody else that's left me. give me sad because he didn't deserve that at all the homies. He definitely didn't deserve it. It's fucked up. And the sad part is Benson still died. Sobo Died For What Benson still dead. So it's stupid. It's real stupid. 
rduAXSXlorhNnZmm0LKaDBfxcP73	This stupid ass anxiety. I'm tired of being anxious. My anxiety level is way too high. 
rduAXSXlorhNnZmm0LKaDBfxcP73	She just been sitting at work. I see Mandy today. Can I haven't done anything new was in that? 
rduAXSXlorhNnZmm0LKaDBfxcP73	Not feel like you just not listening to me. 
rduAXSXlorhNnZmm0LKaDBfxcP73	It's like I'm angry, but it's like I can't be angry anymore. I'm just completely sad. All I want to do is cry. Cuz he didn't deserve that. 
rgJVYtqx0wcylc6KsuGfFRzmkV72	My kids, because they give me so much more to live for
rgJVYtqx0wcylc6KsuGfFRzmkV72	Gym clothes because it motivates me
rgJVYtqx0wcylc6KsuGfFRzmkV72	Go to work and inspire other people
rifk3flTVehd6BRERuoTskBUOej1	helping neighbors cleaning house mowing lawn working at moms shop shoveling snow helping out around town 
rifk3flTVehd6BRERuoTskBUOej1	a person who abuses you someone that lies getting divorced cheating breaking up with someone you loved 
rifk3flTVehd6BRERuoTskBUOej1	my dog my parents my family my goats my Friends my whole life
rifk3flTVehd6BRERuoTskBUOej1	i can see better since i have glasses i have another dog i feel more mature i get good grades i love my life 
rifk3flTVehd6BRERuoTskBUOej1	i brushes my teeth and hair
rifk3flTVehd6BRERuoTskBUOej1	I would have fun with my friends and maybe going on vacation summer fun. 
rifk3flTVehd6BRERuoTskBUOej1	Because we are making cookies and hang out all day. 
rifk3flTVehd6BRERuoTskBUOej1	to be kind to everyone even if you don’t like them 
rk6rQT6GK1dKwLL5sM5WQnAx2zq1	He holds it in until he bursts 
rk6rQT6GK1dKwLL5sM5WQnAx2zq1	We need to learn not to turn everything into a fight 
rk6rQT6GK1dKwLL5sM5WQnAx2zq1	Never he's always busy or angry 
rk6rQT6GK1dKwLL5sM5WQnAx2zq1	I wish I wouldn't wake up in the morning 
rk6rQT6GK1dKwLL5sM5WQnAx2zq1	I'd like him to care. I've talked to him about it before 
rszFRo4z50Q2qioT2XF8a0fJ9eM2	I’m looking forward to finishing my goals for the day
rszFRo4z50Q2qioT2XF8a0fJ9eM2	Nostalgia. I am thankful for those random moments of familiarity especially if I can recreate a specific feeling. 
rszFRo4z50Q2qioT2XF8a0fJ9eM2	I will show my strength and confidence today and every day
rszFRo4z50Q2qioT2XF8a0fJ9eM2	Family game nights and when we have a nice dinner. 
rszFRo4z50Q2qioT2XF8a0fJ9eM2	I have the day off but I have to prep for the week. Look for a higher paying job and file taxes. 
rszFRo4z50Q2qioT2XF8a0fJ9eM2	I had a short work day. I learned to do my makeup and started working on improving my credit. I’m feeling a little more optimistic for my future. 
rszFRo4z50Q2qioT2XF8a0fJ9eM2	I will Not allow my mind to bully my body
s7ORze4LeJTY9ni1ZJMqueNN9Zn2	I am crazy I like to laugh and have fun
s7ORze4LeJTY9ni1ZJMqueNN9Zn2	Getting healthy mentally and physically 
s7ORze4LeJTY9ni1ZJMqueNN9Zn2	Wanting to be stable and happy
s8gonSCAY1YLtiKIiQqDesWcrHG2	The App Store when I was looking for promise journaling 
s9LxOuy9Hrddsp1JbQ1pVHLK7Sy1	No,I have a great life.just a powerful imagination
s9LxOuy9Hrddsp1JbQ1pVHLK7Sy1	It feels so good . Do you know a penis in your pussy
s9LxOuy9Hrddsp1JbQ1pVHLK7Sy1	Umm,I didn’t do much today . I was kind of lazy 
s9LxOuy9Hrddsp1JbQ1pVHLK7Sy1	Not sure I don’t always have good confidence 
